Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	Fex_c_2011
3909627	1	4	1	60	50	2									72																																							1			1500000	1		3		12												3		50	40		.	0	3		1	5		2				1								1		2	1	48	1		2					0	2		3				2				2														1	1	1	2	3		2	1	07	85	1	4	8515			1500000	01	50	169.097888233814
3909629	1	1	1	60	50	2									240																																							2			1500000	1		3		12												3		50	50		.	50			2	9		2				1				1						2	1	0	8		2					0	2		1				2				2														1	1	1	2	5		1	1	95	45	1	5	4522			1500000	01	50	253.36594161658
3909629	1	2	1	60	50	2									180																																							6			650000	1		3		12												3		50	50		.	50			1	2		2				1								1		2	2				2						2		3				2				2														1	1	2	2	5		2	1	54	74	1	4	7493			650000	01	50	253.36594161658
3909691	1	3	1	60	23	1	2	1		2	1	1	1	1	36		1		700000	2			2		2		2		2		72000	25000		2	1		1	1		2	2	2			1		350000	700000		2	1	2	2		.						.	12	2		2	2				2						23	40		.	40			1	2		1	1	1	3	1	1									2	1	60	1		2					0	1		1				2				2														1	1	1	2	3		1	1	96	40	1	1	4020	7491	74	700000	01	23	141.689217455135
3909692	1	1	1	60	23	1	1			1	1	2	2	2	24		1		900000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	48		.	48			5	4		2				1								1		2	2				2						2		2				2				1	1	1	1	1	1	1	2	1	1	2		2	1	2	2	1	2	3		1	1	33	65	1	1	6599			900000	01	23	148.136550734314
3909693	1	3	1	60	23	1	2	1		1	1	1	1	1	36		1		600000	2			2		2		2		2		72000	25000		2	1		1	1		2	2	2			2			600000		2	1	2	2		.						.	12			2	2				2						23	48		.	48			4	7		1	1	1	3	1	1									2	2				2						2		1				2				2														1	1	1	1	3		1	1	45	52	1	1	5231			600000	01	23	121.890013568182
3909694	1	1	1	60	23	2									36																																							6			700000	1		3		12												3		23	48		.	48			1	4		2				1								1		2	1	120	4		2					0	2		2				2				1	1	1	1	1	1	2	1	1	1	2		2	1	2	2	1	2	3		1	1	98	60	1	4	6031			700000	01	23	122.432522140305
3909694	1	2	1	60	23	1	2	1		1	1	1	1	1	132		5		1400000	2			2		2		2		2								2	2		2	2	2			1		700000	1400000		2	1	2	2		.						.	12			2	2				2						23	40		.	40			9	7		1	3	1	11	1	1									1	2				2						1		1				2				2														1	1	1	1	3		1	1	13	80	1	2	8043			1400000	01	23	122.432522140305
3909694	1	3	1	60	23	1	2	2	12	1	1	1	1	1	36		1		1100000	2			2		2		2		2								2	2		2	2	2			1		550000	1100000		2	1	2	2		.						.	12			2	2				2						23	40		.	0	3		7	7		1	1	1	3	1	1									2	2				2						1		1				2				1	1	1	1	1	1	2	1	1	1	2		2	1	2	2	1	2	3		1	1	13	80	1	1	8043			1100000	01	23	122.432522140305
3909695	1	1	1	60	23	2									120																																							7		1	1000000	1		3		12											2015	2	1	23	40		.	40			2	1		2				1								1		2	1	180	1		1	35	5		500000	0	2		2	2	7	23	2				2														1	2	1	2	3		1	1	81	36	1	5	3611			1500000	01	23	125.5522153124
3909695	1	2	1	60	23	2									120																																								.						.	12														23	20	2		20			2	7		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	58	63	1	6	6331				01	23	125.5522153124
3909695	1	3	1	60	23	1	2	1		1	1	1	1	1	96		1		660000	2			2		2		2		2		72000	25000		1	1		1	1		2	2	2			1		300000	600000		2	1	2	2		.						.	12			2	2				2						23	48		.	48			9	7		1	2	1	8	1	1									1	2				2						1		1				2				2														1	1	1	2	3		1	1	59	85	1	2	8511			660000	01	23	125.5522153124
3909696	1	2	1	60	23	1	2	1		1	1	1	1	1	240		1		950000	2			2		2		2		2		72000				2		1	2		2	2	2			1		450000	950000		2	1	2	2		.						.	12			2	2				2						23	48		.	48			5	7		1	1	1	20	1	1									2	2				2						2		1				2				2														1	1	1	1	3		1	1	03	22	1	1	2231			950000	01	23	137.378793715639
3909696	1	5	1	60	23	1	1			1	2	2	2	2	8		1		400000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	48		.	48			2	7		2				1								1		2	2				2						2		2				2				1	1	1	1	1	1	2	1	1	2	2		2	1	2	2	1	2	3		1	1	45	52	1	1	5211			400000	01	23	137.378793715639
3909696	1	6	1	60	23	1	2	1		1	1	1	1	1	3		2		1000000	2			2		2		2		2		72000				1		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	48		.	48			6	8		1	1	1	10	1	1									2	1	60	1		2					0	1		1				2				2														1	2	1	2	3		1	1	03	74	1	1	7414			1000000	01	23	137.378793715639
3909696	1	7	1	60	23	2									24																																							6			400000	1		3		12												3		23	48		.	48			1	4		2				1								1		2	1	36	1		2					0	2		2				2				1	1	1	1	1	1	2	1	1	1	2		2	1	1	1	1	2	3		1	1	98	60	1	4	6031			400000	01	23	137.378793715639
3909697	1	1	1	60	23	2									240																																							7		1	800000	1		3		12											2015	2	1	23	48		.	48			2	7		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	79	18	1	5	1810			800000	01	23	114.487265106725
3909697	1	2	1	60	23	1	2	1		1	1	1	1	1	240		1		660000	2			2		2		2		2		72000	25000		1	1		1	1		2	2	2			1		300000	600000		2	1	2	2		.						.	12			2	2				2						23	40		.	40			7	7		1	1	1	20	1	1									1	2				2						1		1				2				2														1	2	1	2	3		1	1	59	85	1	1	8513			660000	01	23	114.487265106725
3909698	1	1	1	60	23	2									142																																							6			500000	1		3		12												3		23	50		.	50			1	4		2				1								1		2	1	120	1		2					0	2		2				2				1	1	1	1	1	1	2	1	1	2	2		2	1	1	2	1	2	3		1	1	98	60	1	4	6031			500000	01	23	148.136550734314
3909698	1	2	1	60	23	1	2	1		1	1	1	1	1	9		1		660000	2			2		2		2		2								2	2		2	2	2			1		30000	600000		2	1	2	2		.						.	9			2	2				2						23	48		.	48			9	4		1	1	1	0	1	1									2	2				2						2		1				2				2														1	1	1	2	3		1	1	98	60	1	1	6021			660000	01	23	148.136550734314
3909699	1	1	1	60	23	1	2	1		1	1	1	1	1	60		1		1200000	2			2		2		2		2			25000		2			2	1		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	48		.	48			9	7		1	1	1	5	1								1		2	2				2						2		1				2				2														1	1	1	1	3		1	1	07	85	1	1	8511			1200000	01	23	129.480807048411
3909699	1	2	1	60	23	1	2	1		1	1	1	1	1	24		1		660000	2			2		2		2		2								2	2		2	2	2			1		300000	600000		2	1	2	2		.						.	12			2	2				2						23	48		.	48			9	7		1	1	1	2	1	1									1	2				2						1		1				2				2														1	1	1	2	3		1	1	59	85	1	1	8511			660000	01	23	129.480807048411
3909701	1	2	1	60	23	2									240																																							6			600000	1		3		12												3		23	48		.	48			1	2		2				1								1		2	2				2						2		4				2				2														1	2	1	2	3		1	1	03	45	1	4	4542			600000	01	23	134.762489307044
3909701	1	5	1	60	23	1	2	1		1	1	1	1	1	1		1		1000000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	1			2	2				2						23	48		.	48			9	7		1	1	1	0	1	1									2	2				2						2		1				2				2														1	1	1	2	3		1	1	07	85	1	1	8511			1000000	01	23	134.762489307044
3909702	1	1	1	60	23	2									24																																							6			600000	1		3		12												3		23	40		.	40			2	3		2				1								1		2	2				2						2		2				2				1	1	1	1	1	1	2	1	1	1	2		2	1	1	2	1	2	3		1	1	53	55	1	4	5529			600000	01	23	154.815985141154
3909702	1	2	1	60	23	1	2	1		1	1	1	1	1	7		1		660000	2			2		2		2		2		72000				1		1	2		2	2	2			1		300000	600000		2	1	2	2		.						.	12			2	2				2						23	48		.	48			9	9		2				1	1									2	2				2						2		1				2				1	1	1	1	1	1	2	1	1	1	2		2	1	2	1	1	2	3		1	1	95	45	1	1	4521			660000	01	23	154.815985141154
3909702	1	3	1	60	23	2									12																																								.						.	12														23	20	2		20			2	3		2				1								1		2	1	48	3		2					0	2		2				2				1	1	1	1	1	1	2	1	1	1	2		2	1	1	2	1	2	3		1	1	53	55	1	6	5529				01	23	154.815985141154
3909702	1	4	1	60	23	1	1			1	1	2	2	2	24		1		600000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	48		.	48			3	7		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	58	63	1	1	6331			600000	01	23	154.815985141154
3909703	1	1	1	60	23	1	1			1	2	2	2	2	36		1		600000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	48		.	48			2	7		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	50	55	1	1	5530			600000	01	23	142.726618014388
3909706	1	1	1	60	23	2									240																																							6			700000	1		3		12												3		23	48		.	48			1	1		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	79	18	1	4	1810			700000	01	23	142.726618014388
3909707	1	1	1	60	23	2									132																																							6			500000	1		3		12												3		23	48		.	48			1	4		2				1								1		2	1	120	4		2					0	2		2				2				2														1	2	1	2	3		1	1	45	52	1	4	5262			500000	01	23	109.186711174328
3909707	1	3	1	60	23	1	2	1		2	1	1	1	1	60		3		660000	2			2		2		2		2		720000				1		1	2		2	2	2			1		300000	600000		2	1	2	2		.						.	12	1		2	2				2						23	48		.	48			9	7		1	1	1	5	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	3		1	1	58	65	1	1	6512	7491	74	660000	01	23	109.186711174328
3909707	1	4	1	60	23	2									12																																							6			500000	1		3		12												3		23	40		.	40			1	2		2				1								1		2	2				2						2		3				2				2														1	2	1	2	3		1	1	57	93	1	4	9302			500000	01	23	109.186711174328
3909708	1	1	1	60	23	2									156																																							6			800000	1		3		12												3		23	40		.	40			1	2		2				1								1		2	1	24	1		2					0	2		2				2				2														1	2	1	2	3		1	1	85	45	1	4	4542			800000	01	23	155.925158614012
3909708	1	2	1	60	23	1	1			1	1	2	2	2	96		1		230000	2			1	90000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	35	2		35			1	2		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	54	95	1	3	9500			320000	01	23	155.925158614012
3909708	1	3	1	60	23	2									36																																							6			1000000	1		3		12												3		23	48		.	48			2	9		2				1			1							2	2				2						2		2				2				2														1	2	1	2	3		1	1	95	45	1	5	4521			1000000	01	23	155.925158614012
3909746	1	1	1	60	23	2									6																																							6			480000	1		3		12												3		23	40		.	40			1	2		2				1								1		2	1	6	1		2					0	2		2				2				2														1	2	1	2	3		1	1	93	45	1	4	4552			480000	01	23	158.309013540363
3909748	1	1	1	60	23	2									240																																							6			400000	1		3		12												3		23	40		.	40			1	1		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	79	18	1	4	1810			400000	01	23	128.171490512144
3909749	1	1	1	60	23	1	2	1		1	1	1	1	1	60		5		1200000	2			2		2		2		2								2	2		2	2	2			1		600000	600000	600000	2	1	1	2		.						.	12			2	2				2						23	30	3	ES LA JORNADA ESTIPULADA POR EL MAGISTERIO	30			9	7		1	3	1	5	1	1									1	1	24	1		1	28	1		800000	0	1		1	2	7	23	2				2														1	1	1	2	3		1	1	13	80	1	2	8043			2000000	01	23	145.01685756222
3909749	1	2	1	60	23	1	1			1	1	2	2	2	24		1		600000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	40		.	40			2	7		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	14	91	1	1	9191			600000	01	23	145.01685756222
3909750	1	2	1	60	23	1	2	2	12	1	1	2	1	1	60		2		800000	2			2		2		2		2		78000				2		1	2		2	2	2			1		400000		400000	2	2	1	2		.						.	12			2	2				2						23	48		.	48			5	7		1	2	1	5	1	1									1	1	12	1		2					1	1		1				2				2														1	1	1	2	3		1	1	45	52	1	1	5233			800000	01	23	121.890013568182
3909752	1	1	1	60	23	2									180																																							6			600000	1		3		12												3		23	40		.	40			1	1		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	79	18	1	4	1810			600000	01	23	150.718220060134
3909753	1	5	1	60	23	1	2	1		1	1	1	1	1	60		5		1600000	2			2		2		2		2								2	2		2	2	2			1		800000	800000	800000	2	1	1	2		.						.	12			2	2				2						23	56		.	56			9	4		1	3	1	5	1	1									1	1	72	4		2					3	1		1				2				2														1	1	1	2	3		1	1	58	75	1	2	7524			1600000	01	23	123.199330104449
3909754	1	1	1	60	23	2									300																																							6			600000	1		3		12												3		23	40		.	40			2	1		2				1								1		2	2				1	28	1		240000		2		2	2	7	23	2				2														1	2	1	2	3		1	1	41	52	1	4	5221			840000	01	23	154.815985141154
3909754	1	2	1	60	23	2									300																																								.						.	12														23	14	2		14			2	1		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	45	52	1	6	5221				01	23	154.815985141154
3909754	1	3	1	60	23	2									36																																								.						.	12														23	7	2		7			2	1		2				1								1		2	2				2						2		2				1	41	2	1	1	1	1	1	2	2	2	2	2	2	2		2	1	2	2	2	2	3		1	1	45	52	1	6	5221				01	23	154.815985141154
3909755	1	1	1	60	23	2									300																																							6			800000	1		3		12												3		23	48		.	48			1	2		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	03	45	1	4	4542			800000	01	23	142.726618014388
3909756	1	1	1	60	23	1	2	1		1	1	1	1	1	288		5		2200000	2			2		2		2		2								2	2		2	2	2			1		1100000	1100000	1100000	2	1	1	2		.						.	12			2	2				2						23	30	3	ES LA JORNADA ESTIPULADA POR EL MAGISTERIO	30			9	7		1	3	1	16	1	1									1	2				2						1		1				2				2														1	1	1	2	3		1	1	13	80	1	2	8043			2200000	01	23	170.398380667129
3909758	1	1	1	60	23	2									12																																							6			1000000	1		3		12												3		23	40		.	40			1	2		2				1								1		2	1	24	1		2					0	2		2				2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	1	2	3		1	1	41	52	1	4	5233			1000000	01	23	142.052888189822
3909760	1	1	1	60	23	2									360																																							6			900000	1		3		12												3		23	48		.	48			1	1		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	80	52	1	4	5271			900000	01	23	127.733076072702
3909762	1	1	1	60	23	2									72																																							6			500000	1		3		12												3		23	56		.	56			1	6		2				1								1		2	1	120	4		2					0	2		2				2				1	1	2	1	1	2	2	2	2	2	2		2	1	2	2	2	2	3		1	2	45	52	1	4	5262			500000	01	23	109.62512561377
3909762	1	2	1	60	23	2									72																																							6			400000	1		3		12												3		23	21	2		21			2	1		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		2	1	41	52	1	4	5233			400000	01	23	109.62512561377
3909762	1	3	1	60	23	2									72																																								.						.	12														23	14	2		14			2	1		2				1								1		2	2				2						2		2				2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	1	2	3		1	1	45	52	1	6	5233				01	23	109.62512561377
3909763	1	1	1	60	23	1	1			1	1	2	2	2	120		1		600000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	48		.	48			3	9		2				1								1		2	1	60	4		2					0	2		2				2				2														1	2	1	2	3		1	1	95	45	1	1	4521			600000	01	23	184.079635281398
3909763	1	4	1	60	23	2									12																																							6			400000	1		3		12												3		23	48		.	48			1	9		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	95	45	1	4	4521			400000	01	23	184.079635281398
3909788	1	1	1	60	23	2									96																																							6			900000	1		3		12												3		23	40		.	40			2	1		2				1			1							2	2				1	30	4		500000		2		4	1	6	23	2				2														1	2	1	2	3		1	1	53	55	1	4	5529			1400000	01	23	129.480807048411
3909788	1	2	1	60	23	1	2	2	12	1	1	1	1	1	3		1		700000	2			2		2		2		2		75000				2		1	2		2	2	2			2					2	2	2	2		.						.	3			2	2				2						23	40		.	40			3	7		2				1								1		2	2				1	30	6				2		1	2	1	23	2				2														1	1	1	2	3		1	1	45	52	1	1	5233			700000	01	23	129.480807048411
3909790	1	1	1	60	23	2									12																																							6			700000	1		3		12												3		23	50		.	50			1	2		2				1			1							2	2				2						2		1				2				2														1	2	1	2	3		1	1	85	45	1	4	4542			700000	01	23	149.648861436629
3909791	1	1	1	60	23	2									12																																							6			600000	1		3		12												3		23	45		.	45			1	1		2				1								1		2	2				2						2		2				2				1	1	1	1	2	2	2	2	2	2	2		1	1	2	2	1	2	3		1	1	57	93	1	4	9302			600000	01	23	124.806712574228
3909792	1	2	1	60	23	2									36																																							6			700000	1		3		12												3		23	50		.	50			1	2		2				1								1		2	2				2						2		2				2				1	1	2	1	2	2	2	2	2	1	2		2	1	2	2	1	2	3		1	1	95	45	1	4	4521			700000	01	23	138.327410308369
3909792	1	3	1	60	23	1	1			1	2	2	2	2	36		1		250000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	40		.	40			1	2		2				1			1							2	2				2						2		2				2				2														1	2	1	2	3		1	1	54	95	1	3	9500			250000	01	23	138.327410308369
3909793	1	2	1	60	23	2									5																																							5			300000	1		3		12												3		23	40		.	40			1	2		2				1								1		2	2				1	20	4		200000		2		3	1	1	23	2				1	1	1	1	2	2	2	2	2	2	2		1	1	1	2	1	2	3		1	1	45	52	1	4	5261			500000	01	23	137.472409094157
3909795	1	1	1	60	23	1	2	1		1	1	1	2	1	36		1		700000	2			2		2		2		2		75000				1		1	2		2	2	2			1		350000	350000		2	1	2	2		.						.	12			2	2				2						23	50		.	50			4	7		1	1	1	3	1	1									2	1	120	4		2					0	2		1				2				2														1	2	1	2	3		1	1	55	80	1	1	8060			700000	01	23	136.943350067347
3909795	1	2	1	60	23	2									60																																							5			400000	1		3		12												3		23	50		.	50			1	2		2				1								1		2	2				2						2		3				2				2														1	2	1	2	3		1	1	45	52	1	4	5261			400000	01	23	136.943350067347
3909796	1	2	1	60	23	2									120																																							6			2000000	1		3		12												3		23	45		.	45			1	1		2				1			1							2	2				2						2		2				2				2														1	2	1	2	3		1	1	11	74	1	4	7412			2000000	01	23	163.828325047819
3909797	1	1	1	60	23	2									120																																							6			2500000	1		3		12												3		23	40		.	40			1	5		2				1			1							2	2				2						2		1				2				2														1	2	1	2	3		1	1	41	52	1	4	5239			2500000	01	23	172.688620214961
3909797	1	2	1	60	23	1	2	1		1	1	1	1	1	36		1		800000	2			2		2		2		2								2	2		2	2	2			1		400000	400000		2	1	2	2		.						.	12			2	2				2						23	40		.	40			4	7		1	1	1	3	1	1									2	2				2						2		1				2				2														1	1	1	2	3		1	1	32	85	1	1	8532			800000	01	23	172.688620214961
3909800	1	1	1	60	23	2									12																																								.						.	12														23	20	2		20			3	7		2				1								1		2	1	24	2		2					12	2		2				1	20	1	1	1	1	2	1	2	2	2	1	2	2	2		1	1	2	2	2	2	3		2	1	55	55	1	6	5521				01	23	134.026651061301
3909800	1	2	1	60	23	2									60																																							7		1	3000000	1		3		12											2015	3	1	23	50		.	50			2	7		2				1			1							2	2				2						2		2				2				2														1	2	1	2	2		1	1	51	55	1	5	5521			3000000	01	23	134.026651061301
3909800	1	3	1	60	23	1	1			1	1	1	1	1	12		1		600000	2			2		2		2		2								2	2		2	2	2			1		400000	400000		2	1	2	2		.						.	12			2	2				2						23	50		.	50			3	7		2				1								1		2	2				2						2		1				2				2														1	1	1	2	3		1	1	53	55	1	1	5521			600000	01	23	134.026651061301
3909801	1	1	1	60	23	1	1			1	1	2	2	2	96		1		200000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						23	40		.	40			1	2		2				1			1							2	2				1	15	4		100000		2		2	1	1	23	2				2														1	2	1	2	3		1	1	54	95	1	3	9500			300000	01	23	120.142282592473
3909802	1	1	1	60	23	2									36																																							6			700000	1		3		12												3		23	50		.	50			1	4		2				1			1							2	2				2						2		2				2				1	1	2	1	2	2	2	2	2	1	2		2	1	2	2	1	2	3		1	1	98	60	1	4	6031			700000	01	23	152.810645208497
3909803	1	1	1	60	23	1	2	2	12	1	1	2	2	2	9		2		700000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	9			2	2				2						23	50		.	50			7	9		2				1								1		1	2				2						2		1				2				2														1	1	1	2	3		1	1	95	45	1	1	4530			700000	01	23	138.052523540205
3909803	1	2	1	60	23	1	1			1	1	2	2	2	4		1		250000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	6			2	2				2						23	35	2		35			1	2		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	54	95	1	3	9500			250000	01	23	138.052523540205
3909828	1	1	1	60	23	2									240																																							6			1200000	1		3		12												3		23	40		.	40			2	9		2				1								1		2	1	60	4		2					0	2		2				2				2														1	2	1	2	3		1	1	95	45	1	5	4521			1200000	01	23	135.668668613854
3909828	1	2	1	60	23	2									48																																							6			300000	1		3		12												3		23	30	2		30			1	1		2				1								1		2	1	36	3		1	18	4		200000	60	2		2	1	2	23	2				2														1	2	1	2	3		1	1	41	52	1	4	5219			500000	01	23	135.668668613854
3909828	1	3	1	60	23	1	2	2	6	1	2	2	2	2	12																																							1			900000	1		3		12												3		23	40		.	40			9	7		1	1	2	5	1	1									1	1	36	2		2					60	2		1				2				2														1	2	1	2	3		1	1	32	80	1	4	8050			900000	01	23	135.668668613854
3909828	1	4	1	60	23	1	2	1		1	1	2	1	2	108		1		650000	2			2		2		2		2		74000				2		1	2		2	2	2			2				650000	2	2	1	2		.						.	12			2	2				2						23	48		.	48			7	9		1	1	1	9	1	1									1	2				2						2		1				2				2														1	2	1	2	3		1	1	95	70	1	1	7010			650000	01	23	135.668668613854
